Date,Hour,Appliance Category,Hardware Model,Watts
2024-01-03,0,Electronics,Samsung 45W Fast Charger,8
2024-01-02,16,Washing Machine,Samsung Front Load Washer,35
2024-01-02,11,Kitchen Appliance,Samsung Smart Dishwasher,540
2024-01-02,19,Lighting,Philips Hue Smart LED,82
2024-01-01,10,Lighting,Philips Hue Smart LED,40
2024-01-02,16,Kitchen Appliance,Samsung Smart Microwave,913
2024-01-01,0,Electronics,Samsung Galaxy Book,25
2024-01-01,5,Lighting,Philips Hue Smart LED,14
2024-01-01,14,Kitchen Appliance,Samsung Smart Oven,1813
2024-01-02,21,Electronics,Samsung 45W Fast Charger,1
2024-01-02,7,Electronics,Samsung Galaxy Book,24
2024-01-01,17,Water Heater,Rheem ProTerra Hybrid Smart Heater,3186
2024-01-01,8,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,63
2024-01-02,0,Kitchen Appliance,Samsung Smart Oven,1544
2024-01-02,6,Electronics,Samsung 45W Fast Charger,10
2024-01-01,20,Washing Machine,Samsung Front Load Washer,498
2024-01-01,14,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,525
2024-01-02,2,Room Heater,Samsung Smart Heater,79
2024-01-01,8,Kitchen Appliance,Samsung Smart Dishwasher,148
2024-01-02,4,Water Heater,Rheem ProTerra Hybrid Smart Heater,3777
2024-01-02,9,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,303
2024-01-02,17,Television,Samsung 65-inch Neo QLED 4K TV,126
2024-01-01,23,Electronics,Samsung 45W Fast Charger,7
2024-01-01,22,Lighting,Philips Hue Smart LED,76
2024-01-01,16,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,325
2024-01-01,6,Room Heater,Samsung Smart Heater,180
2024-01-02,9,Kitchen Appliance,Samsung Smart Dishwasher,1148
2024-01-02,2,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,37
2024-01-01,18,Lighting,Philips Hue Smart LED,44
2024-01-02,13,Kitchen Appliance,Samsung Smart Dishwasher,1318
2024-01-01,22,Lighting,Philips Hue Smart LED,61
2024-01-01,11,Electronics,Samsung Galaxy Book,112
2024-01-01,8,Electronics,Samsung Galaxy Book,35
2024-01-01,1,Refrigerator,Samsung Bespoke AI Refrigerator,126
2024-01-01,7,Room Heater,Samsung Smart Heater,240
2024-01-01,1,Room Heater,Samsung Smart Heater,288
2024-01-01,3,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,253
2024-01-02,2,Washing Machine,Samsung Front Load Washer,97
2024-01-01,4,Television,Samsung 65-inch Neo QLED 4K TV,215
2024-01-02,5,Kitchen Appliance,Samsung Smart Oven,211
2024-01-01,8,Television,Samsung 65-inch Neo QLED 4K TV,26
2024-01-02,18,Lighting,Philips Hue Smart LED,46
2024-01-01,14,Electronics,Samsung 45W Fast Charger,11
2024-01-02,20,Lighting,Philips Hue Smart LED,33
2024-01-01,13,Water Heater,Rheem ProTerra Hybrid Smart Heater,2616
2024-01-02,1,Water Heater,Rheem ProTerra Hybrid Smart Heater,2106
2024-01-01,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1
2024-01-02,9,Water Heater,Rheem ProTerra Hybrid Smart Heater,3767
2024-01-02,15,Electronics,Samsung Galaxy Book,162
2024-01-02,22,Washing Machine,Samsung Front Load Washer,784
2024-01-02,7,Television,Samsung 65-inch Neo QLED 4K TV,17
2024-01-01,11,Refrigerator,Samsung Bespoke AI Refrigerator,144
2024-01-01,22,Room Heater,Samsung Smart Heater,391
2024-01-01,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,309
2024-01-01,15,Kitchen Appliance,Samsung Smart Dishwasher,1345
2024-01-01,6,Refrigerator,Samsung Bespoke AI Refrigerator,112
2024-01-02,5,Room Heater,Samsung Smart Heater,77
2024-01-02,5,Electronics,Samsung Galaxy Book,12
2024-01-01,9,Refrigerator,Samsung Bespoke AI Refrigerator,164
2024-01-01,3,Kitchen Appliance,Samsung Smart Microwave,215
2024-01-01,13,Lighting,Philips Hue Smart LED,59
2024-01-02,3,Kitchen Appliance,Samsung Smart Oven,273
2024-01-01,6,Lighting,Philips Hue Smart LED,8
2024-01-02,3,Electronics,Samsung 45W Fast Charger,1
2024-01-02,11,Lighting,Philips Hue Smart LED,46
2024-01-02,0,Electronics,Samsung Galaxy Book,236
2024-01-02,16,Television,Samsung 65-inch Neo QLED 4K TV,84
2024-01-01,18,Lighting,Philips Hue Smart LED,58
2024-01-01,18,Television,Samsung 65-inch Neo QLED 4K TV,154
2024-01-01,21,Kitchen Appliance,Samsung Smart Dishwasher,146
2024-01-01,14,Washing Machine,Samsung Front Load Washer,391
2024-01-02,22,Refrigerator,Samsung Bespoke AI Refrigerator,118
2024-01-02,7,Electronics,Samsung 45W Fast Charger,1
2024-01-01,20,Electronics,Samsung 45W Fast Charger,11
2024-01-01,5,Lighting,Philips Hue Smart LED,57
2024-01-01,22,Electronics,Samsung Galaxy Book,294
2024-01-01,15,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,2427
2024-01-01,18,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,394
2024-01-02,22,Lighting,Philips Hue Smart LED,29
2024-01-01,13,Water Heater,Rheem ProTerra Hybrid Smart Heater,3713
2024-01-02,8,Washing Machine,Samsung Front Load Washer,495
2024-01-01,20,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,380
2024-01-01,7,Television,Samsung 65-inch Neo QLED 4K TV,19
2024-01-01,0,Lighting,Philips Hue Smart LED,80
2024-01-02,15,Kitchen Appliance,Samsung Smart Dishwasher,1086
2024-01-01,16,Television,Samsung 65-inch Neo QLED 4K TV,29
2024-01-02,11,Refrigerator,Samsung Bespoke AI Refrigerator,135
2024-01-02,11,Kitchen Appliance,Samsung Smart Oven,1710
2024-01-01,4,Electronics,Samsung 45W Fast Charger,1
2024-01-01,6,Electronics,Samsung 45W Fast Charger,5
2024-01-01,4,Television,Samsung 65-inch Neo QLED 4K TV,12
2024-01-02,18,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,398
2024-01-01,0,Lighting,Philips Hue Smart LED,48
2024-01-01,4,Electronics,Samsung 45W Fast Charger,3
2024-01-01,3,Washing Machine,Samsung Front Load Washer,525
2024-01-01,5,Television,Samsung 65-inch Neo QLED 4K TV,13
2024-01-02,6,Television,Samsung 65-inch Neo QLED 4K TV,12
2024-01-01,18,Electronics,Samsung 45W Fast Charger,1
2024-01-01,2,Kitchen Appliance,Samsung Smart Dishwasher,196
2024-01-01,6,Lighting,Philips Hue Smart LED,9
2024-01-02,8,Refrigerator,Samsung Bespoke AI Refrigerator,172
2024-01-02,6,Lighting,Philips Hue Smart LED,80
2024-01-02,14,Lighting,Philips Hue Smart LED,39
2024-01-02,10,Kitchen Appliance,Samsung Smart Oven,1612
2024-01-01,4,Lighting,Philips Hue Smart LED,79
2024-01-01,10,Kitchen Appliance,Samsung Smart Oven,190
2024-01-02,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,244
2024-01-01,7,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,230
2024-01-02,9,Electronics,Samsung 45W Fast Charger,3
2024-01-02,10,Water Heater,Rheem ProTerra Hybrid Smart Heater,3327
2024-01-02,23,Lighting,Philips Hue Smart LED,3
2024-01-01,19,Water Heater,Rheem ProTerra Hybrid Smart Heater,3863
2024-01-02,23,Lighting,Philips Hue Smart LED,46
2024-01-02,14,Refrigerator,Samsung Bespoke AI Refrigerator,107
2024-01-01,1,Washing Machine,Samsung Front Load Washer,426
2024-01-02,16,Washing Machine,Samsung Front Load Washer,468
2024-01-02,23,Electronics,Samsung Galaxy Book,20
2024-01-01,2,Television,Samsung 65-inch Neo QLED 4K TV,11
2024-01-01,15,Refrigerator,Samsung Bespoke AI Refrigerator,165
2024-01-01,21,Electronics,Samsung Galaxy Book,38
2024-01-02,15,Lighting,Philips Hue Smart LED,8
2024-01-02,8,Refrigerator,Samsung Bespoke AI Refrigerator,199
2024-01-02,8,Electronics,Samsung Galaxy Book,132
2024-01-01,12,Lighting,Philips Hue Smart LED,62
2024-01-01,10,Television,Samsung 65-inch Neo QLED 4K TV,142
2024-01-02,10,Electronics,Samsung 45W Fast Charger,12
2024-01-03,1,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,324
2024-01-02,21,Washing Machine,Samsung Front Load Washer,400
2024-01-02,12,Washing Machine,Samsung Front Load Washer,625
2024-01-01,5,Lighting,Philips Hue Smart LED,49
2024-01-01,16,Electronics,Samsung Galaxy Book,138
2024-01-02,11,Kitchen Appliance,Samsung Smart Dishwasher,917
2024-01-02,3,Water Heater,Rheem ProTerra Hybrid Smart Heater,3923
2024-01-01,22,Water Heater,Rheem ProTerra Hybrid Smart Heater,2557
2024-01-02,10,Room Heater,Samsung Smart Heater,185
2024-01-02,19,Television,Samsung 65-inch Neo QLED 4K TV,150
2024-01-01,20,Lighting,Philips Hue Smart LED,7
2024-01-01,18,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,274
2024-01-01,22,Television,Samsung 65-inch Neo QLED 4K TV,152
2024-01-02,20,Water Heater,Rheem ProTerra Hybrid Smart Heater,2736
2024-01-01,13,Television,Samsung 65-inch Neo QLED 4K TV,12
2024-01-01,21,Electronics,Samsung Galaxy Book,177
2024-01-02,19,Water Heater,Rheem ProTerra Hybrid Smart Heater,2377
2024-01-02,1,Television,Samsung 65-inch Neo QLED 4K TV,15
2024-01-01,2,Water Heater,Rheem ProTerra Hybrid Smart Heater,1510
2024-01-01,22,Kitchen Appliance,Samsung Smart Dishwasher,1282
2024-01-02,20,Lighting,Philips Hue Smart LED,29
2024-01-01,13,Television,Samsung 65-inch Neo QLED 4K TV,146
2024-01-01,9,Lighting,Philips Hue Smart LED,13
2024-01-02,6,Room Heater,Samsung Smart Heater,351
2024-01-02,1,Room Heater,Samsung Smart Heater,3076
2024-01-02,9,Television,Samsung 65-inch Neo QLED 4K TV,16
2024-01-03,1,Washing Machine,Samsung Front Load Washer,26
2024-01-02,4,Room Heater,Samsung Smart Heater,55
2024-01-01,14,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,29
2024-01-01,10,Kitchen Appliance,Samsung Smart Microwave,1284
2024-01-02,1,Lighting,Philips Hue Smart LED,10
2024-01-01,9,Electronics,Samsung 45W Fast Charger,8
2024-01-01,17,Lighting,Philips Hue Smart LED,57
2024-01-01,14,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,99
2024-01-01,11,Refrigerator,Samsung Bespoke AI Refrigerator,201
2024-01-01,5,Lighting,Philips Hue Smart LED,67
2024-01-01,14,Kitchen Appliance,Samsung Smart Oven,310
2024-01-01,5,Electronics,Samsung 45W Fast Charger,8
2024-01-01,0,Electronics,Samsung 45W Fast Charger,7
2024-01-01,11,Room Heater,Samsung Smart Heater,1435
2024-01-02,6,Kitchen Appliance,Samsung Smart Dishwasher,266
2024-01-01,8,Refrigerator,Samsung Bespoke AI Refrigerator,186
2024-01-01,0,Television,Samsung 65-inch Neo QLED 4K TV,46
2024-01-02,22,Lighting,Philips Hue Smart LED,19
2024-01-01,10,Refrigerator,Samsung Bespoke AI Refrigerator,164
2024-01-02,15,Electronics,Samsung 45W Fast Charger,1
2024-01-02,19,Refrigerator,Samsung Bespoke AI Refrigerator,128
2024-01-01,23,Lighting,Philips Hue Smart LED,17
2024-01-01,0,Lighting,Philips Hue Smart LED,24
2024-01-01,14,Lighting,Philips Hue Smart LED,80
2024-01-02,19,Electronics,Samsung 45W Fast Charger,2
2024-01-03,1,Lighting,Philips Hue Smart LED,10
2024-01-01,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,200
2024-01-01,15,Kitchen Appliance,Samsung Smart Oven,1819
2024-01-01,23,Kitchen Appliance,Samsung Smart Dishwasher,194
2024-01-01,14,Electronics,Samsung Galaxy Book,43
2024-01-01,7,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,254
2024-01-01,23,Kitchen Appliance,Samsung Smart Dishwasher,204
2024-01-01,11,Electronics,Samsung Galaxy Book,357
2024-01-01,15,Lighting,Philips Hue Smart LED,56
2024-01-01,22,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,2141
2024-01-02,1,Lighting,Philips Hue Smart LED,13
2024-01-02,10,Kitchen Appliance,Samsung Smart Dishwasher,170
2024-01-02,7,Electronics,Samsung Galaxy Book,18
2024-01-01,4,Washing Machine,Samsung Front Load Washer,633
2024-01-01,22,Water Heater,Rheem ProTerra Hybrid Smart Heater,3015
2024-01-01,0,Television,Samsung 65-inch Neo QLED 4K TV,7
2024-01-01,6,Kitchen Appliance,Samsung Smart Oven,146
2024-01-01,12,Electronics,Samsung 45W Fast Charger,5
2024-01-02,20,Lighting,Philips Hue Smart LED,54
2024-01-01,13,Electronics,Samsung 45W Fast Charger,7
2024-01-01,13,Electronics,Samsung Galaxy Book,197
2024-01-01,5,Kitchen Appliance,Samsung Smart Microwave,69
2024-01-02,13,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,257
2024-01-03,0,Refrigerator,Samsung Bespoke AI Refrigerator,140
2024-01-02,18,Refrigerator,Samsung Bespoke AI Refrigerator,145
2024-01-01,8,Room Heater,Samsung Smart Heater,73
2024-01-01,23,Electronics,Samsung 45W Fast Charger,10
2024-01-02,23,Refrigerator,Samsung Bespoke AI Refrigerator,136
2024-01-02,13,Water Heater,Rheem ProTerra Hybrid Smart Heater,3303
2024-01-02,11,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,414
2024-01-02,10,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1899
2024-01-02,21,Lighting,Philips Hue Smart LED,64
2024-01-02,23,Kitchen Appliance,Samsung Smart Oven,1744
2024-01-01,5,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,206
2024-01-02,9,Television,Samsung 65-inch Neo QLED 4K TV,197
2024-01-02,22,Room Heater,Samsung Smart Heater,1675
2024-01-01,19,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,343
2024-01-01,21,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,297
2024-01-02,9,Washing Machine,Samsung Front Load Washer,48
2024-01-02,8,Water Heater,Rheem ProTerra Hybrid Smart Heater,3361
2024-01-01,15,Room Heater,Samsung Smart Heater,377
2024-01-01,17,Electronics,Samsung 45W Fast Charger,5
2024-01-02,13,Refrigerator,Samsung Bespoke AI Refrigerator,142
2024-01-01,11,Kitchen Appliance,Samsung Smart Microwave,1337
2024-01-01,20,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1964
2024-01-02,15,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,356
2024-01-01,7,Electronics,Samsung Galaxy Book,143
2024-01-02,14,Television,Samsung 65-inch Neo QLED 4K TV,89
2024-01-01,12,Lighting,Philips Hue Smart LED,2
2024-01-01,16,Refrigerator,Samsung Bespoke AI Refrigerator,108
2024-01-01,19,Television,Samsung 65-inch Neo QLED 4K TV,120
2024-01-01,1,Electronics,Samsung Galaxy Book,32
2024-01-02,10,Television,Samsung 65-inch Neo QLED 4K TV,140
2024-01-01,23,Lighting,Philips Hue Smart LED,20
2024-01-02,0,Lighting,Philips Hue Smart LED,47
2024-01-02,4,Washing Machine,Samsung Front Load Washer,34
2024-01-01,8,Electronics,Samsung 45W Fast Charger,3
2024-01-01,21,Lighting,Philips Hue Smart LED,86
2024-01-03,0,Kitchen Appliance,Samsung Smart Dishwasher,189
2024-01-01,18,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,61
2024-01-01,8,Lighting,Philips Hue Smart LED,75
2024-01-02,10,Room Heater,Samsung Smart Heater,282
2024-01-03,1,Room Heater,Samsung Smart Heater,69
2024-01-01,0,Refrigerator,Samsung Bespoke AI Refrigerator,157
2024-01-01,18,Electronics,Samsung Galaxy Book,172
2024-01-02,13,Kitchen Appliance,Samsung Smart Microwave,101
2024-01-02,11,Refrigerator,Samsung Bespoke AI Refrigerator,116
2024-01-02,0,Refrigerator,Samsung Bespoke AI Refrigerator,184
2024-01-02,17,Electronics,Samsung Galaxy Book,21
2024-01-01,11,Refrigerator,Samsung Bespoke AI Refrigerator,187
2024-01-02,10,Washing Machine,Samsung Front Load Washer,582
2024-01-01,23,Electronics,Samsung 45W Fast Charger,1
2024-01-01,7,Kitchen Appliance,Samsung Smart Dishwasher,163
2024-01-02,18,Electronics,Samsung Galaxy Book,215
2024-01-02,10,Washing Machine,Samsung Front Load Washer,70
2024-01-02,13,Refrigerator,Samsung Bespoke AI Refrigerator,153
2024-01-02,22,Lighting,Philips Hue Smart LED,72
2024-01-02,9,Electronics,Samsung 45W Fast Charger,8
2024-01-01,8,Room Heater,Samsung Smart Heater,443
2024-01-01,12,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,1760
2024-01-01,16,Lighting,Philips Hue Smart LED,61
2024-01-01,23,Washing Machine,Samsung Front Load Washer,82
2024-01-02,5,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,310
2024-01-02,21,Kitchen Appliance,Samsung Smart Microwave,867
2024-01-01,17,Kitchen Appliance,Samsung Smart Oven,839
2024-01-01,11,Kitchen Appliance,Samsung Smart Microwave,253
2024-01-01,3,Electronics,Samsung Galaxy Book,115
2024-01-01,1,Electronics,Samsung Galaxy Book,23
2024-01-01,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,378
2024-01-03,1,Refrigerator,Samsung Bespoke AI Refrigerator,126
2024-01-02,7,Water Heater,Rheem ProTerra Hybrid Smart Heater,1849
2024-01-02,23,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,101
2024-01-01,23,Washing Machine,Samsung Front Load Washer,79
2024-01-01,17,Kitchen Appliance,Samsung Smart Oven,1975
2024-01-02,5,Electronics,Samsung Galaxy Book,45
2024-01-02,9,Lighting,Philips Hue Smart LED,71
2024-01-01,5,Water Heater,Rheem ProTerra Hybrid Smart Heater,2481
2024-01-02,23,Washing Machine,Samsung Front Load Washer,250
2024-01-02,14,Electronics,Samsung Galaxy Book,88
2024-01-01,20,Lighting,Philips Hue Smart LED,77
2024-01-02,22,Electronics,Samsung 45W Fast Charger,2
2024-01-02,16,Washing Machine,Samsung Front Load Washer,68
2024-01-02,10,Lighting,Philips Hue Smart LED,61
2024-01-02,8,Lighting,Philips Hue Smart LED,73
2024-01-02,2,Refrigerator,Samsung Bespoke AI Refrigerator,115
2024-01-02,16,Lighting,Philips Hue Smart LED,56
2024-01-02,20,Electronics,Samsung 45W Fast Charger,7
2024-01-01,20,Kitchen Appliance,Samsung Smart Oven,2325
2024-01-01,10,Electronics,Samsung 45W Fast Charger,8
2024-01-01,4,Water Heater,Rheem ProTerra Hybrid Smart Heater,3474
2024-01-02,12,Television,Samsung 65-inch Neo QLED 4K TV,150
2024-01-01,16,Lighting,Philips Hue Smart LED,5
2024-01-02,20,Washing Machine,Samsung Front Load Washer,494
2024-01-02,14,Refrigerator,Samsung Bespoke AI Refrigerator,104
2024-01-01,11,Room Heater,Samsung Smart Heater,319
2024-01-02,20,Kitchen Appliance,Samsung Smart Dishwasher,1834
2024-01-02,13,Kitchen Appliance,Samsung Smart Dishwasher,1213
2024-01-01,19,Electronics,Samsung 45W Fast Charger,9
2024-01-01,17,Electronics,Samsung 45W Fast Charger,1
2024-01-01,18,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,318
2024-01-02,3,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,213
2024-01-02,9,Electronics,Samsung 45W Fast Charger,14
2024-01-01,2,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,210
2024-01-02,22,Kitchen Appliance,Samsung Smart Dishwasher,933
2024-01-01,1,Washing Machine,Samsung Front Load Washer,70
2024-01-02,6,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,212
2024-01-02,16,Refrigerator,Samsung Bespoke AI Refrigerator,151
2024-01-01,21,Lighting,Philips Hue Smart LED,47
2024-01-02,9,Lighting,Philips Hue Smart LED,4
2024-01-03,0,Refrigerator,Samsung Bespoke AI Refrigerator,137
2024-01-02,17,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,101
2024-01-02,13,Lighting,Philips Hue Smart LED,62
2024-01-02,6,Refrigerator,Samsung Bespoke AI Refrigerator,109
2024-01-01,21,Television,Samsung 65-inch Neo QLED 4K TV,63
2024-01-02,12,Electronics,Samsung 45W Fast Charger,11
2024-01-02,9,Electronics,Samsung 45W Fast Charger,13
2024-01-02,4,Electronics,Samsung Galaxy Book,342
2024-01-02,13,Lighting,Philips Hue Smart LED,51
2024-01-02,23,Lighting,Philips Hue Smart LED,70
2024-01-01,2,Electronics,Samsung 45W Fast Charger,3
2024-01-01,15,Television,Samsung 65-inch Neo QLED 4K TV,11
2024-01-01,18,Refrigerator,Samsung Bespoke AI Refrigerator,184
2024-01-03,1,Television,Samsung 65-inch Neo QLED 4K TV,14
2024-01-02,10,Kitchen Appliance,Samsung Smart Microwave,939
2024-01-01,19,Lighting,Philips Hue Smart LED,99
2024-01-01,14,Television,Samsung 65-inch Neo QLED 4K TV,25
2024-01-02,2,Refrigerator,Samsung Bespoke AI Refrigerator,139
2024-01-03,0,Kitchen Appliance,Samsung Smart Microwave,215
2024-01-01,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,268
2024-01-01,1,Kitchen Appliance,Samsung Smart Oven,984
2024-01-01,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,258
2024-01-01,1,Refrigerator,Samsung Bespoke AI Refrigerator,137
2024-01-02,3,Kitchen Appliance,Samsung Smart Dishwasher,132
2024-01-02,1,Washing Machine,Samsung Front Load Washer,100
2024-01-03,1,Refrigerator,Samsung Bespoke AI Refrigerator,145
2024-01-02,5,Kitchen Appliance,Samsung Smart Microwave,190
2024-01-01,23,Lighting,Philips Hue Smart LED,9
2024-01-02,22,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,269
2024-01-02,15,Room Heater,Samsung Smart Heater,2325
2024-01-01,15,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,293
2024-01-02,0,Kitchen Appliance,Samsung Smart Oven,176
2024-01-02,18,Electronics,Samsung 45W Fast Charger,1
2024-01-01,14,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,325
2024-01-01,14,Television,Samsung 65-inch Neo QLED 4K TV,150
2024-01-03,0,Electronics,Samsung 45W Fast Charger,1
2024-01-02,16,Room Heater,Samsung Smart Heater,194
2024-01-01,22,Television,Samsung 65-inch Neo QLED 4K TV,83
2024-01-01,18,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,305
2024-01-01,17,Refrigerator,Samsung Bespoke AI Refrigerator,94
2024-01-02,23,Water Heater,Rheem ProTerra Hybrid Smart Heater,3077
2024-01-02,6,Lighting,Philips Hue Smart LED,60
2024-01-01,14,Kitchen Appliance,Samsung Smart Oven,1129
2024-01-01,20,Lighting,Philips Hue Smart LED,55
2024-01-01,14,Kitchen Appliance,Samsung Smart Microwave,801
2024-01-02,8,Lighting,Philips Hue Smart LED,22
2024-01-02,5,Refrigerator,Samsung Bespoke AI Refrigerator,160
2024-01-01,1,Electronics,Samsung 45W Fast Charger,10
2024-01-01,7,Lighting,Philips Hue Smart LED,29
2024-01-01,5,Room Heater,Samsung Smart Heater,84
2024-01-01,13,Water Heater,Rheem ProTerra Hybrid Smart Heater,3876
2024-01-02,12,Refrigerator,Samsung Bespoke AI Refrigerator,207
2024-01-01,18,Washing Machine,Samsung Front Load Washer,70
2024-01-01,0,Room Heater,Samsung Smart Heater,47
2024-01-01,16,Kitchen Appliance,Samsung Smart Oven,1703
2024-01-03,0,Air Conditioner,Samsung 1.5 Ton Bespoke AI WindFree AC,459
2024-01-02,12,Water Heater,Rheem ProTerra Hybrid Smart Heater,2299
2024-01-02,11,Refrigerator,Samsung Bespoke AI Refrigerator,177
2024-01-01,23,Lighting,Philips Hue Smart LED,39
